1000 0.000057
2000 0.000107
3000 0.000152
4000 0.000195
5000 0.000214
6000 0.000256
7000 0.000545
8000 0.000795
9000 0.000925
10000 0.001031
11000 0.001134
12000 0.001209
13000 0.001343
14000 0.001861
15000 0.001337
16000 0.000832
17000 0.000766
18000 0.000808
19000 0.000884
20000 0.000881
21000 0.000921
22000 0.001034
23000 0.001019
24000 0.001060
25000 0.001344
26000 0.001230
27000 0.001273
28000 0.001341
29000 0.001333
30000 0.001344
31000 0.001396
32000 0.001507
33000 0.001472
34000 0.001556
35000 0.001618
36000 0.001661
37000 0.001655
38000 0.001740
39000 0.001744
40000 0.001810
41000 0.001855
42000 0.001856
43000 0.001985
44000 0.001996
45000 0.002054
46000 0.002097
47000 0.002206
48000 0.002246
49000 0.002301
50000 0.002306
51000 0.002481
52000 0.002447
53000 0.002529
54000 0.002577
55000 0.002639
56000 0.002734
57000 0.002811
58000 0.002827
59000 0.002849
60000 0.002915
61000 0.002998
62000 0.003007
63000 0.002955
64000 0.002986
65000 0.003051
66000 0.003192
67000 0.003140
68000 0.003215
69000 0.003177
70000 0.003383
71000 0.003304
72000 0.003373
73000 0.003447
74000 0.003524
75000 0.003582
76000 0.003606
77000 0.003668
78000 0.003786
79000 0.003706
80000 0.003779
81000 0.003736
82000 0.003830
83000 0.003815
84000 0.003912
85000 0.003997
86000 0.003988
87000 0.004065
88000 0.004274
89000 0.004112
90000 0.004336
91000 0.004244
92000 0.004388
93000 0.004375
94000 0.004378
95000 0.004447
96000 0.004458
97000 0.004454
98000 0.004723
99000 0.004665
100000 0.004853
101000 0.004776
102000 0.004836
103000 0.004957
104000 0.005025
105000 0.004918
106000 0.005026
107000 0.005137
108000 0.005160
109000 0.005299
110000 0.005244
111000 0.005356
112000 0.005329
113000 0.005414
114000 0.005466
115000 0.005485
116000 0.005539
117000 0.005879
118000 0.005703
119000 0.006034
120000 0.005625
121000 0.005766
122000 0.005873
123000 0.005890
124000 0.005960
125000 0.006015
126000 0.006078
127000 0.006009
128000 0.005950
129000 0.006148
130000 0.006275
131000 0.006193
132000 0.006175
133000 0.006371
134000 0.006387
135000 0.006572
136000 0.006455
137000 0.006594
138000 0.006692
139000 0.006615
140000 0.006740
141000 0.006637
142000 0.006736
143000 0.007012
144000 0.007069
145000 0.007088
146000 0.007094
147000 0.007148
148000 0.007171
149000 0.007204
150000 0.007133
151000 0.007312
152000 0.007466
153000 0.007329
154000 0.007328
155000 0.007481
156000 0.007689
157000 0.007660
158000 0.007501
159000 0.007623
160000 0.007779
161000 0.007847
162000 0.007908
163000 0.007835
164000 0.007860
165000 0.008112
166000 0.007995
167000 0.008258
168000 0.008248
169000 0.008352
170000 0.008132
171000 0.008139
172000 0.008372
173000 0.008145
174000 0.008380
175000 0.008380
176000 0.009461
177000 0.009793
178000 0.008593
179000 0.008613
180000 0.008756
181000 0.008815
182000 0.008813
183000 0.008694
184000 0.008887
185000 0.009279
186000 0.008901
187000 0.009082
188000 0.009174
189000 0.009195
190000 0.009187
191000 0.009331
192000 0.009396
193000 0.009434
194000 0.009457
195000 0.011034
196000 0.010137
197000 0.009797
198000 0.010012
199000 0.010076
200000 0.010181
201000 0.010139
202000 0.010152
203000 0.009981
204000 0.010827
205000 0.010403
206000 0.010542
207000 0.010541
208000 0.010198
209000 0.010374
210000 0.010054
211000 0.010475
212000 0.010344
213000 0.010231
214000 0.010521
215000 0.011152
216000 0.010565
217000 0.010720
218000 0.010863
219000 0.010765
220000 0.010763
221000 0.010956
222000 0.010832
223000 0.011027
224000 0.010997
225000 0.011040
226000 0.011311
227000 0.011287
228000 0.011114
229000 0.011041
230000 0.011393
231000 0.011353
232000 0.011972
233000 0.011461
234000 0.011570
235000 0.011813
236000 0.011496
237000 0.011838
238000 0.011793
239000 0.011385
240000 0.011787
241000 0.012128
242000 0.012171
243000 0.011857
244000 0.012139
245000 0.011750
246000 0.012101
247000 0.012114
248000 0.012487
249000 0.012351
250000 0.012496
251000 0.012358
252000 0.012176
253000 0.012484
254000 0.012503
255000 0.012116
256000 0.012789
257000 0.012911
258000 0.013144
259000 0.012842
260000 0.012832
261000 0.012998
262000 0.013236
263000 0.012751
264000 0.013048
265000 0.013038
266000 0.012728
267000 0.013045
268000 0.013163
269000 0.013626
270000 0.013483
271000 0.013456
272000 0.013046
273000 0.013630
274000 0.013820
275000 0.013335
276000 0.013232
277000 0.013504
278000 0.013942
279000 0.013821
280000 0.013519
281000 0.014116
282000 0.013898
283000 0.013977
284000 0.014194
285000 0.013777
286000 0.014377
287000 0.014513
288000 0.014347
289000 0.014276
290000 0.014406
291000 0.014679
292000 0.014843
293000 0.014573
294000 0.014743
295000 0.014370
296000 0.014570
297000 0.014998
298000 0.014898
299000 0.014733
300000 0.015108
301000 0.014880
302000 0.015030
303000 0.017811
304000 0.015449
305000 0.014836
306000 0.015250
307000 0.015197
308000 0.015487
309000 0.015548
310000 0.015497
311000 0.015938
312000 0.016130
313000 0.015781
314000 0.015409
315000 0.015493
316000 0.015712
317000 0.015886
318000 0.016086
319000 0.015400
320000 0.015568
321000 0.016493
322000 0.015854
323000 0.016257
324000 0.016465
325000 0.016431
326000 0.016269
327000 0.016566
328000 0.016529
329000 0.016188
330000 0.016507
331000 0.016551
332000 0.016417
333000 0.017550
334000 0.023416
335000 0.020346
336000 0.018165
337000 0.016866
338000 0.017117
339000 0.017324
340000 0.017095
341000 0.017157
342000 0.017471
343000 0.017747
344000 0.017480
345000 0.017627
346000 0.017046
347000 0.017340
348000 0.017721
349000 0.017281
350000 0.017442
351000 0.017709
352000 0.017415
353000 0.017298
354000 0.018344
355000 0.018958
356000 0.018086
357000 0.018318
358000 0.018380
359000 0.017767
360000 0.018200
361000 0.017444
362000 0.018314
363000 0.018396
364000 0.018711
365000 0.018803
366000 0.018511
367000 0.018622
368000 0.019169
369000 0.018330
370000 0.018547
371000 0.018873
372000 0.018351
373000 0.019053
374000 0.019752
375000 0.018694
376000 0.018968
377000 0.018436
378000 0.018733
379000 0.019699
380000 0.019458
381000 0.020125
382000 0.020120
383000 0.019337
384000 0.019333
385000 0.019882
386000 0.020069
387000 0.019724
388000 0.020303
389000 0.020008
390000 0.020539
391000 0.020092
392000 0.020273
393000 0.020223
394000 0.020416
395000 0.020226
396000 0.020112
397000 0.019689
398000 0.020957
399000 0.020297
400000 0.020161
401000 0.020472
402000 0.020824
403000 0.021046
404000 0.020965
405000 0.020935
406000 0.021189
407000 0.021138
408000 0.020958
409000 0.020498
410000 0.020997
411000 0.020548
412000 0.020922
413000 0.021719
414000 0.020778
415000 0.021716
416000 0.020974
417000 0.021015
418000 0.021781
419000 0.021202
420000 0.021101
421000 0.021716
422000 0.020866
423000 0.021616
424000 0.021049
425000 0.020881
426000 0.021123
427000 0.021610
428000 0.021487
429000 0.021423
430000 0.021247
431000 0.022126
432000 0.021772
433000 0.021524
434000 0.022334
435000 0.022361
436000 0.022018
437000 0.022073
438000 0.022134
439000 0.022860
440000 0.022640
441000 0.023168
442000 0.022609
443000 0.022433
444000 0.022179
445000 0.022295
446000 0.022841
447000 0.023328
448000 0.022559
449000 0.023667
450000 0.022902
451000 0.023057
452000 0.023697
453000 0.022723
454000 0.023661
455000 0.024056
456000 0.023214
457000 0.022992
458000 0.023612
459000 0.023746
460000 0.023600
461000 0.023107
462000 0.022911
463000 0.023271
464000 0.023512
465000 0.023784
466000 0.023596
467000 0.023667
468000 0.023343
469000 0.023732
470000 0.023598
471000 0.024547
472000 0.024344
473000 0.023728
474000 0.024324
475000 0.024930
476000 0.025092
477000 0.024411
478000 0.025773
479000 0.024952
480000 0.024778
481000 0.025183
482000 0.024731
483000 0.024717
484000 0.025888
485000 0.025400
486000 0.023966
487000 0.025566
488000 0.025311
489000 0.024733
490000 0.025676
491000 0.025496
492000 0.025030
493000 0.024896
494000 0.025130
495000 0.025105
496000 0.025638
497000 0.024760
498000 0.026553
499000 0.026528
500000 0.025711
501000 0.026297
502000 0.025629
503000 0.026745
504000 0.027104
505000 0.025801
506000 0.026793
507000 0.026531
508000 0.026745
509000 0.026784
510000 0.025889
511000 0.026332
512000 0.026903
513000 0.026482
514000 0.025844
515000 0.026665
516000 0.025907
517000 0.026343
518000 0.026389
519000 0.026026
520000 0.026691
521000 0.026254
522000 0.026539
523000 0.026061
524000 0.026067
525000 0.026694
526000 0.026936
527000 0.026660
528000 0.028989
529000 0.028531
530000 0.027727
531000 0.027117
532000 0.027337
533000 0.026628
534000 0.027516
535000 0.027532
536000 0.027179
537000 0.027170
538000 0.026435
539000 0.028112
540000 0.027392
541000 0.027519
542000 0.027507
543000 0.027773
544000 0.027859
545000 0.027558
546000 0.027948
547000 0.027785
548000 0.027642
549000 0.028349
550000 0.028117
551000 0.027899
552000 0.028661
553000 0.029066
554000 0.029141
555000 0.028745
556000 0.028507
557000 0.027933
558000 0.029048
559000 0.029029
560000 0.028971
561000 0.028886
562000 0.028512
563000 0.028807
564000 0.029306
565000 0.028439
566000 0.028235
567000 0.028760
568000 0.029685
569000 0.029141
570000 0.028583
571000 0.029422
572000 0.029565
573000 0.029744
574000 0.029172
575000 0.029549
576000 0.029011
577000 0.029539
578000 0.029971
579000 0.029228
580000 0.029866
581000 0.029368
582000 0.029885
583000 0.030341
584000 0.029376
585000 0.029448
586000 0.029446
587000 0.030208
588000 0.030054
589000 0.030146
590000 0.030323
591000 0.030079
